"id","device","sum_spent","group","join_dt","country","gender"
"1024688","A","18.71","B","2023-01-26","DEU","F"
"1024689","A","0","A","2023-01-27","BRA","F"
"1024690","I","0","A","2023-01-27","ESP","O"
"1024691","A","0","B","2023-01-26","USA","M"
"1024692","I","0","A","2023-01-29","MEX","unknown"
"1024693","A","0","A","2023-02-01","BRA","M"
"1024695","A","0","B","2023-02-04","BRA","M"
"1024696","I","0","A","2023-01-25","DEU","M"
"1024697","A","0","B","2023-01-26","USA","O"
"1024698","I","0","A","2023-01-26","GBR","unknown"
"1024699","A","0","B","2023-02-02","USA","M"
"1024700","I","0","A","2023-01-28","USA","F"
"1024701","I","0","B","2023-02-03","MEX","M"
"1024702","I","0","B","2023-01-25","DEU","M"
"1024703","A","0","A","2023-01-26","CAN","M"
"1024704","I","101.16","B","2023-01-28","TUR","M"
"1024705","A","0","B","2023-01-25","CAN","F"
"1024706","A","0","A","2023-02-05","USA","M"
"1024707","A","0","A","2023-01-26","BRA","F"
"1024708","I","0","A","2023-02-03","FRA","M"
"1024709","A","0","A","2023-01-30","AUS","O"
"1024712","A","0","A","2023-01-30","USA","unknown"
"1024713","A","0","B","2023-01-26","TUR","unknown"
"1024714","A","0","A","2023-02-03","GBR","F"
"1024715","A","0","B","2023-01-28","USA","M"
"1024716","A","0","A","2023-01-28","DEU","M"
"1024717","A","0","A","2023-01-29","USA","unknown"
"1024718","A","0","B","2023-01-27","USA","M"
"1024719","A","0","A","2023-01-27","GBR","unknown"
"1024720","I","42.88","A","2023-02-03","ESP","M"
"1024721","A","0","B","2023-01-25","USA","F"
"1024722","I","0","A","2023-01-25","DEU","unknown"
"1024723","I","0","B","2023-01-31","USA","unknown"
"1024724","A","0","A","2023-01-30","DEU","F"
"1024725","A","0","A","2023-01-25","TUR","unknown"
"1024726","I","0","A","2023-01-27","TUR","M"
"1024727","A","0","B","2023-01-25","USA","F"
"1024728","A","0","A","2023-01-30","MEX","M"
"1024729","A","0","B","2023-01-30","USA","M"
"1024730","A","0","B","2023-02-01","TUR","F"
"1024731","I","0","A","2023-01-25","USA","M"
"1024732","A","0","A","2023-01-25","USA","F"
"1024733","I","65.73","B","2023-01-29","DEU","M"
"1024734","A","0","A","2023-01-25","BRA","F"
"1024735","A","0","B","2023-01-26","USA","O"
"1024736","A","0","B","2023-01-27","unknown","F"
"1024737","A","0","B","2023-01-27","USA","F"
"1024738","A","0","A","2023-01-27","BRA","M"
"1024739","I","0","B","2023-01-25","USA","F"
"1024740","I","0","B","2023-02-01","BRA","F"
"1024741","I","0","B","2023-01-30","MEX","F"
"1024742","A","0","B","2023-01-30","MEX","M"
"1024743","A","0","B","2023-01-25","USA","F"
"1024744","I","0","A","2023-01-31","BRA","F"
"1024745","I","0","A","2023-01-25","CAN","M"
"1024746","A","0","A","2023-01-27","BRA","M"
"1024747","A","0","B","2023-01-28","USA","unknown"
"1024748","I","62.37","A","2023-01-27","GBR","F"
"1024749","I","0","B","2023-01-25","USA","O"
"1024750","A","0","A","2023-02-03","BRA","M"
"1024751","A","0","A","2023-01-26","BRA","F"
"1024752","A","0","B","2023-01-25","TUR","M"
"1024753","A","0","B","2023-01-26","GBR","M"
"1024754","I","0","B","2023-01-26","USA","F"
"1024755","A","33.48","A","2023-01-28","BRA","F"
"1024756","I","0","B","2023-01-27","USA","M"
"1024757","A","0","A","2023-01-29","MEX","unknown"
"1024758","I","0","A","2023-01-31","AUS","F"
"1024759","I","0","A","2023-01-25","AUS","F"
"1024760","I","0","A","2023-02-05","USA","unknown"
"1024761","I","0","A","2023-01-27","BRA","F"
"1024762","A","0","A","2023-01-28","BRA","O"
"1024763","I","0","A","2023-01-31","BRA","F"
"1024764","A","0","A","2023-01-27","DEU","F"
"1024765","A","0","B","2023-01-28","USA","M"
"1024766","A","0","A","2023-02-03","AUS","F"
"1024767","A","0","A","2023-02-05","MEX","F"
"1024768","A","0","A","2023-02-02","MEX","M"
"1024769","A","0","A","2023-01-26","DEU","F"
"1024770","I","0","B","2023-01-31","GBR","unknown"
"1024771","A","0","B","2023-01-25","FRA","unknown"
"1024772","A","0","B","2023-01-26","USA","M"
"1024773","I","0","A","2023-02-06","unknown","F"
"1024774","A","0","B","2023-01-28","FRA","M"
"1024776","A","0","B","2023-01-25","TUR","F"
"1024777","A","0","B","2023-01-25","MEX","F"
"1024778","A","0","A","2023-01-27","MEX","M"
"1024779","A","0","B","2023-02-04","DEU","F"
"1024780","A","0","A","2023-01-26","BRA","F"
"1024781","I","0","B","2023-01-27","USA","F"
"1024782","A","0","B","2023-01-25","TUR","M"
"1024783","A","0","B","2023-01-25","GBR","unknown"
"1024784","I","0","A","2023-02-01","DEU","F"
"1024785","A","0","A","2023-01-25","TUR","F"
"1024786","A","0","B","2023-02-02","MEX","M"
"1024787","A","0","A","2023-01-28","USA","M"
"1024788","I","0","B","2023-01-28","FRA","F"
"1024789","A","0","B","2023-01-25","USA","M"
"1024790","I","0","B","2023-01-26","BRA","M"
"1024791","A","0","B","2023-01-26","USA","M"
"1024792","A","0","A","2023-02-02","FRA","F"
"1024793","I","0","B","2023-01-27","MEX","M"
"1024794","A","0","A","2023-01-28","MEX","F"
"1024795","A","0","A","2023-02-06","USA","M"
"1024796","unknown","0","A","2023-02-03","BRA","F"
"1024797","I","0","A","2023-01-26","FRA","M"
"1024798","I","0","B","2023-01-29","USA","M"
"1024799","A","0","A","2023-01-25","MEX","F"
"1024800","I","0","B","2023-01-25","USA","unknown"
"1024801","A","0","A","2023-01-28","BRA","unknown"
"1024802","I","0","B","2023-01-25","FRA","M"
"1024803","A","0","A","2023-01-26","CAN","M"
"1024804","I","0","A","2023-01-30","USA","O"
"1024805","A","0","B","2023-01-28","GBR","F"
"1024806","A","0","B","2023-01-29","BRA","M"
"1024807","A","0","A","2023-01-27","DEU","M"
"1024808","A","0","B","2023-01-26","USA","M"
"1024809","A","0","A","2023-01-28","DEU","M"
"1024810","A","0","B","2023-01-27","CAN","unknown"
"1024811","A","0","A","2023-01-26","FRA","unknown"
"1024812","A","0","A","2023-01-26","MEX","F"
"1024813","I","0","A","2023-01-28","BRA","M"
"1024814","A","0","A","2023-01-29","USA","M"
"1024815","A","0","A","2023-01-29","USA","F"
"1024816","I","0","B","2023-02-03","CAN","M"
"1024817","I","0","B","2023-01-27","BRA","F"
"1024818","I","0","A","2023-01-31","USA","M"
"1024819","A","0","A","2023-01-25","BRA","M"
"1024820","A","0","B","2023-02-05","CAN","unknown"
"1024821","I","0","B","2023-01-31","USA","M"
"1024822","I","0","B","2023-01-25","GBR","M"
"1024823","I","0","B","2023-01-28","DEU","M"
"1024824","I","0","A","2023-01-30","DEU","unknown"
"1024825","A","0","B","2023-01-30","BRA","M"
"1024826","A","0","B","2023-02-02","DEU","M"
"1024827","A","0","A","2023-02-04","FRA","F"
"1024828","I","0","B","2023-01-27","BRA","unknown"
"1024829","A","0","B","2023-02-01","BRA","M"
"1024830","I","0","A","2023-01-27","MEX","F"
"1024831","I","0","A","2023-01-29","BRA","M"
"1024832","I","0","A","2023-01-28","DEU","M"
"1024833","A","0","A","2023-01-25","MEX","F"
"1024834","A","0","B","2023-01-26","USA","M"
"1024835","A","0","A","2023-01-25","BRA","M"
"1024836","A","0","B","2023-02-05","BRA","M"
"1024837","I","0","A","2023-01-26","MEX","F"
"1024838","I","0","B","2023-01-26","DEU","F"
"1024839","I","0","B","2023-02-01","BRA","unknown"
"1024840","I","42.46","A","2023-01-25","FRA","unknown"
"1024841","A","0","B","2023-01-28","USA","F"
"1024842","A","0","B","2023-01-25","TUR","F"
"1024843","A","0","B","2023-02-01","FRA","F"
"1024844","A","0","A","2023-01-29","TUR","M"
"1024845","I","0","B","2023-01-29","TUR","M"
"1024846","A","0","B","2023-01-27","FRA","M"
"1024847","I","0","A","2023-01-25","MEX","M"
"1024848","A","0","A","2023-01-25","FRA","F"
"1024849","I","0","A","2023-01-25","USA","F"
"1024850","I","0","B","2023-02-02","USA","M"
"1024851","I","0","A","2023-01-26","MEX","M"
"1024852","A","0","B","2023-02-02","USA","F"
"1024853","I","0","A","2023-01-27","MEX","F"
"1024854","A","0","A","2023-01-27","BRA","M"
"1024855","A","0","B","2023-01-30","USA","M"
"1024856","A","0","A","2023-02-06","MEX","unknown"
"1024857","A","0","A","2023-01-31","MEX","M"
"1024858","I","0","B","2023-01-26","ESP","M"
"1024859","A","0","B","2023-01-29","FRA","M"
"1024860","A","0","A","2023-01-25","AUS","F"
"1024861","A","0","B","2023-01-25","DEU","M"
"1024862","I","0","A","2023-01-26","FRA","F"
"1024863","I","0","B","2023-01-26","MEX","unknown"
"1024864","I","0","A","2023-01-25","BRA","M"
"1024865","A","0","A","2023-01-25","BRA","M"
"1024866","I","0","B","2023-01-25","BRA","O"
"1024868","A","0","B","2023-01-29","BRA","F"
"1024869","A","0","A","2023-01-25","CAN","M"
"1024870","I","0","B","2023-01-26","USA","M"
"1024871","I","0","B","2023-01-29","BRA","F"
"1024872","A","0","A","2023-01-28","MEX","F"
"1024873","A","0","B","2023-01-28","unknown","M"
"1024874","A","48.86","B","2023-01-31","TUR","M"
"1024875","I","0","B","2023-02-06","USA","F"
"1024876","A","0","B","2023-01-31","USA","F"
"1024877","I","0","A","2023-01-27","DEU","M"
"1024878","I","0","B","2023-01-26","USA","F"
"1024879","A","0","B","2023-01-26","BRA","F"
"1024880","I","0","B","2023-01-31","USA","F"
"1024881","I","0","A","2023-01-26","BRA","F"
"1024882","I","0","B","2023-01-26","DEU","F"
"1024883","A","0","A","2023-01-26","FRA","M"
"1024884","I","0","A","2023-02-06","TUR","unknown"
"1024885","A","0","B","2023-02-01","GBR","F"
"1024886","A","0","B","2023-01-25","USA","F"
"1024887","A","0","A","2023-01-27","USA","F"
"1024888","A","0","B","2023-02-03","MEX","unknown"
"1024889","I","0","A","2023-02-06","DEU","unknown"
"1024890","A","0","B","2023-01-26","USA","unknown"
"1024891","A","0","A","2023-01-25","MEX","F"
"1024892","A","0","A","2023-01-28","unknown","F"
"1024893","A","0","A","2023-01-30","ESP","M"
"1024894","I","0","B","2023-02-02","GBR","unknown"
"1024895","I","0","A","2023-01-28","USA","F"
"1024897","A","0","B","2023-01-25","BRA","F"
"1024898","A","0","A","2023-01-25","ESP","F"
"1024899","A","0","A","2023-02-04","GBR","M"
"1024900","I","0","A","2023-01-27","FRA","F"
"1024901","I","0","B","2023-02-03","BRA","M"
"1024902","A","0","A","2023-01-26","USA","F"
"1024903","A","0","B","2023-01-26","BRA","unknown"
"1024904","A","0","A","2023-01-27","GBR","M"
"1024905","I","0","B","2023-01-25","USA","M"
"1024906","A","0","A","2023-02-04","MEX","F"
"1024907","A","0","B","2023-01-31","MEX","M"
"1024908","I","75.19","B","2023-01-26","MEX","F"
"1024909","A","0","B","2023-01-25","USA","F"
"1024910","A","0","A","2023-01-30","DEU","M"
"1024911","I","0","B","2023-01-30","FRA","F"
"1024912","I","0","B","2023-01-25","USA","unknown"
"1024913","A","0","A","2023-01-25","TUR","F"
"1024914","I","0","B","2023-01-28","FRA","F"
"1024915","A","0","A","2023-01-27","MEX","M"
"1024916","A","0","A","2023-01-25","CAN","O"
"1024917","I","0","A","2023-02-02","BRA","F"
"1024919","A","0","B","2023-01-27","BRA","F"
"1024920","I","0","A","2023-01-27","USA","M"
"1024921","I","0","A","2023-02-02","GBR","M"
"1024922","A","0","A","2023-01-25","USA","F"
"1024923","A","0","A","2023-01-26","BRA","F"
"1024924","I","38.85","A","2023-02-02","CAN","M"
"1024925","A","0","B","2023-01-26","USA","F"
"1024926","A","0","A","2023-02-03","BRA","M"
"1024927","A","0","A","2023-02-04","FRA","M"
"1024928","I","0","B","2023-01-26","BRA","M"
"1024929","I","0","B","2023-01-26","USA","M"
"1024930","I","0","A","2023-01-26","unknown","F"
"1024931","A","53.19","A","2023-01-31","GBR","F"
"1024932","I","0","B","2023-01-28","TUR","O"
"1024933","A","0","B","2023-01-28","BRA","F"
"1024934","A","0","B","2023-01-25","USA","F"
"1024935","I","6.13","A","2023-01-25","USA","F"
"1024936","A","0","B","2023-01-27","USA","M"
"1024937","I","0","A","2023-01-27","USA","M"
"1024938","I","0","A","2023-01-26","MEX","unknown"
"1024939","I","0","A","2023-01-27","USA","F"
"1024940","A","0","B","2023-02-03","GBR","unknown"
"1024941","A","0","B","2023-01-26","MEX","M"
"1024942","A","0","A","2023-01-26","MEX","F"
"1024943","A","0","A","2023-01-25","BRA","unknown"
"1024944","A","0","A","2023-02-05","BRA","M"
"1024945","A","0","B","2023-02-01","DEU","F"
"1024946","A","0","A","2023-01-25","CAN","unknown"
"1024947","I","0","A","2023-02-04","USA","unknown"
"1024948","A","60.90","B","2023-01-28","FRA","M"
"1024949","I","0","A","2023-01-29","DEU","F"
"1024950","A","0","B","2023-01-31","FRA","F"
"1024951","I","38.73","B","2023-02-04","USA","M"
"1024952","I","0","A","2023-01-27","DEU","M"
"1024953","A","0","A","2023-02-04","GBR","M"
"1024954","A","0","A","2023-01-27","USA","M"
"1024955","I","0","B","2023-01-28","USA","M"
"1024956","I","0","B","2023-02-06","TUR","M"
"1024957","A","0","B","2023-01-25","USA","F"
"1024958","A","0","B","2023-01-30","AUS","M"
"1024959","A","0","B","2023-01-26","FRA","F"
"1024960","I","0","B","2023-01-26","TUR","F"
"1024961","A","0","B","2023-01-25","unknown","F"
"1024962","I","0","A","2023-01-26","BRA","F"
"1024963","A","0","B","2023-01-26","ESP","M"
"1024964","A","0","B","2023-01-25","USA","F"
"1024965","I","0","A","2023-01-28","TUR","M"
"1024966","I","0","A","2023-01-26","TUR","F"
"1024967","I","0","A","2023-01-31","GBR","M"
"1024968","A","0","A","2023-02-01","MEX","M"
"1024969","A","0","A","2023-01-27","BRA","M"
"1024970","I","0","B","2023-02-04","FRA","F"
"1024971","I","0","B","2023-01-26","ESP","unknown"
"1024972","A","45.37","B","2023-02-01","TUR","M"
"1024973","I","0","B","2023-01-31","FRA","M"
"1024974","I","0","A","2023-01-30","MEX","unknown"
"1024975","I","0","B","2023-01-26","TUR","M"
"1024976","A","30.75","B","2023-02-02","MEX","M"
"1024977","A","0","A","2023-01-28","AUS","F"
"1024978","I","0","A","2023-01-25","USA","F"
"1024979","A","0","A","2023-01-26","ESP","F"
"1024980","A","0","B","2023-02-06","ESP","F"
"1024981","I","0","A","2023-01-31","BRA","unknown"
"1024982","I","158.55","A","2023-01-28","MEX","unknown"
"1024983","A","0","B","2023-02-01","MEX","F"
"1024984","A","0","A","2023-01-26","TUR","F"
"1024985","A","0","B","2023-01-31","AUS","F"
"1024986","I","0","A","2023-02-04","BRA","F"
"1024987","A","0","B","2023-02-04","DEU","M"
"1024988","A","0","A","2023-01-27","BRA","unknown"
"1024989","I","0","B","2023-01-26","BRA","F"
"1024990","A","0","A","2023-01-31","BRA","M"
"1024991","I","0","B","2023-01-27","USA","unknown"
"1024992","I","0","B","2023-01-25","MEX","O"
"1024993","A","0","A","2023-01-26","BRA","M"
"1024994","A","0","B","2023-01-26","BRA","F"
"1024995","A","14.22","B","2023-01-25","TUR","F"
"1024996","A","0","B","2023-01-25","DEU","M"
"1024997","I","0","A","2023-02-05","TUR","M"
"1024998","I","0","B","2023-01-31","BRA","F"
"1024999","A","0","A","2023-01-26","USA","M"
"1025000","A","0","A","2023-01-25","DEU","M"
"1025001","A","0","A","2023-01-29","MEX","F"
"1025002","A","0","A","2023-01-28","DEU","M"
"1025003","A","0","B","2023-01-26","DEU","O"
"1025004","I","0","B","2023-01-27","TUR","F"
"1025005","A","0","B","2023-01-27","MEX","M"
"1025006","A","0","B","2023-01-26","BRA","F"
"1025007","A","0","B","2023-01-27","BRA","M"
"1025008","A","0","B","2023-01-26","DEU","F"
"1025009","I","0","B","2023-01-28","BRA","M"
"1025010","A","0","B","2023-01-26","USA","F"
"1025011","A","0","A","2023-01-28","USA","F"
"1025012","A","0","A","2023-01-26","USA","M"
"1025013","A","0","A","2023-01-29","CAN","F"
"1025014","I","0","B","2023-02-02","TUR","F"
"1025015","A","0","A","2023-01-31","GBR","M"
"1025016","A","0","A","2023-01-29","BRA","M"
"1025017","I","0","B","2023-01-29","TUR","F"
"1025018","A","0","A","2023-01-25","CAN","unknown"
"1025019","I","0","B","2023-01-26","FRA","F"
"1025021","A","0","B","2023-02-06","FRA","M"
"1025022","A","0","A","2023-02-05","USA","M"
"1025023","A","0","A","2023-01-25","MEX","M"
"1025024","I","256.66","A","2023-01-27","TUR","F"
"1025025","A","0","B","2023-01-28","USA","M"
"1025026","A","0","A","2023-01-25","GBR","M"
"1025027","A","0","A","2023-01-26","TUR","M"
"1025028","A","0","B","2023-01-28","USA","O"
"1025029","A","0","B","2023-01-25","USA","F"
"1025030","I","34.63","B","2023-01-28","MEX","F"
"1025031","A","0","B","2023-01-28","USA","M"
"1025033","I","0","A","2023-02-05","ESP","unknown"
"1025034","A","0","A","2023-01-30","MEX","O"
"1025035","I","0","A","2023-01-25","USA","M"
"1025036","A","0","A","2023-01-28","TUR","F"
"1025037","I","0","A","2023-01-26","AUS","M"
"1025038","I","0","A","2023-01-26","GBR","F"
"1025039","A","0","B","2023-01-31","AUS","M"
"1025040","A","0","A","2023-01-31","BRA","M"
"1025041","A","0","A","2023-01-25","BRA","unknown"
"1025042","A","0","B","2023-01-27","ESP","M"
"1025043","A","0","B","2023-01-27","AUS","F"
"1025044","I","106.30","B","2023-01-26","MEX","F"
"1025045","I","0","A","2023-01-25","ESP","M"
"1025046","A","0","B","2023-01-25","GBR","M"
"1025047","A","0","B","2023-01-30","MEX","M"
"1025048","A","0","B","2023-01-30","GBR","F"
"1025049","A","0","B","2023-02-04","BRA","unknown"
"1025050","I","0","A","2023-01-25","TUR","F"
"1025051","A","0","B","2023-02-05","TUR","M"
"1025052","I","0","A","2023-01-25","USA","M"
"1025053","I","0","B","2023-01-25","MEX","F"
"1025054","I","0","A","2023-01-28","MEX","unknown"
"1025055","I","0","A","2023-02-01","BRA","F"
"1025056","A","0","A","2023-02-02","USA","M"
"1025057","I","0","A","2023-01-27","BRA","M"
"1025058","I","0","B","2023-01-25","USA","M"
"1025059","A","0","A","2023-01-29","GBR","F"
"1025060","A","0","A","2023-01-25","ESP","M"
"1025061","A","0","A","2023-01-29","MEX","M"
"1025062","A","0","B","2023-01-27","USA","F"
"1025063","I","0","A","2023-01-25","BRA","unknown"
"1025064","A","0","B","2023-01-31","ESP","M"
"1025065","A","0","A","2023-01-27","BRA","M"
"1025066","A","31.70","A","2023-01-28","BRA","F"
"1025067","I","0","A","2023-01-26","BRA","F"
"1025068","A","0","A","2023-01-31","TUR","F"
"1025069","A","0","A","2023-01-26","DEU","M"
"1025070","A","0","B","2023-01-26","MEX","F"
"1025071","A","0","B","2023-01-25","ESP","M"
"1025072","A","0","A","2023-02-02","MEX","M"
"1025073","A","0","B","2023-01-28","GBR","F"
"1025074","I","0","A","2023-01-28","DEU","M"
"1025075","A","0","A","2023-01-25","BRA","F"
"1025076","I","0","B","2023-02-02","USA","unknown"
"1025077","I","0","A","2023-01-26","BRA","O"
"1025078","A","0","B","2023-01-29","TUR","F"
"1025079","I","0","B","2023-01-27","ESP","F"
"1025080","A","0","B","2023-01-27","MEX","F"
"1025081","I","91.16","A","2023-01-31","TUR","unknown"
"1025082","A","0","A","2023-01-28","ESP","unknown"
"1025083","A","0","B","2023-02-04","DEU","M"
"1025084","A","0","B","2023-02-06","USA","M"
"1025085","I","0","B","2023-01-29","USA","unknown"
"1025086","I","0","B","2023-01-31","GBR","unknown"
"1025088","A","0","B","2023-02-06","USA","M"
"1025089","I","0","A","2023-01-27","USA","O"
"1025090","A","0","B","2023-01-31","TUR","M"
"1025091","I","0","B","2023-02-02","BRA","M"
"1025092","A","0","A","2023-01-25","USA","F"
"1025093","A","0","A","2023-02-01","TUR","M"
"1025094","A","0","B","2023-01-30","MEX","F"
"1025095","I","0","A","2023-01-25","BRA","F"
"1025096","A","0","A","2023-02-02","GBR","M"
"1025097","A","836.68","B","2023-01-28","GBR","F"
"1025098","A","0","A","2023-02-06","USA","F"
"1025099","I","0","A","2023-02-02","FRA","unknown"
"1025100","I","0","A","2023-01-29","FRA","F"
"1025101","A","0","A","2023-01-29","USA","F"
"1025102","I","0","A","2023-01-26","USA","O"
"1025103","A","0","B","2023-01-27","USA","unknown"
"1025104","I","0","A","2023-01-28","TUR","M"
"1025105","I","61.17","A","2023-01-27","MEX","unknown"
"1025106","I","0","A","2023-01-26","GBR","F"
"1025107","I","0","A","2023-01-25","DEU","unknown"
"1025108","I","0","B","2023-01-25","GBR","F"
"1025109","A","0","A","2023-01-29","MEX","unknown"
"1025110","I","0","B","2023-01-25","MEX","unknown"
"1025111","A","0","A","2023-02-03","CAN","F"
"1025112","A","0","B","2023-01-27","GBR","F"
"1025113","A","0","B","2023-01-25","MEX","M"
"1025114","A","0","B","2023-01-26","DEU","F"
"1025115","A","0","A","2023-01-27","AUS","O"
"1025116","A","0","B","2023-02-06","AUS","F"
"1025117","A","0","A","2023-01-28","USA","F"
"1025118","A","0","A","2023-02-01","DEU","F"
"1025119","A","0","A","2023-01-31","DEU","F"
"1025120","A","0","A","2023-02-02","ESP","F"
"1025121","A","0","A","2023-01-28","BRA","M"
"1025122","A","0","A","2023-01-26","USA","M"
"1025123","I","0","B","2023-01-28","BRA","M"
"1025124","A","0","A","2023-01-26","MEX","M"
"1025125","A","0","A","2023-01-27","ESP","unknown"
"1025126","A","28.86","A","2023-01-25","BRA","O"
"1025127","I","0","A","2023-01-27","MEX","F"
"1025128","A","0","A","2023-01-25","ESP","unknown"
"1025129","I","0","A","2023-01-28","TUR","F"
"1025130","A","0","A","2023-02-01","TUR","unknown"
"1025131","A","0","A","2023-01-30","ESP","F"
"1025132","A","0","A","2023-01-26","TUR","F"
"1025133","I","0","A","2023-01-27","BRA","M"
"1025134","A","0","A","2023-02-04","TUR","M"
"1025135","A","0","A","2023-01-29","USA","F"
"1025136","I","0","A","2023-02-01","AUS","M"
"1025137","I","0","A","2023-02-02","MEX","M"
"1025138","A","0","A","2023-01-25","BRA","M"
"1025139","A","0","A","2023-01-29","USA","F"
"1025140","I","0","B","2023-01-26","GBR","F"
"1025141","I","0","A","2023-01-25","USA","M"
"1025142","A","0","A","2023-01-27","DEU","F"
"1025143","I","0","B","2023-01-25","USA","F"
"1025144","A","0","B","2023-01-25","GBR","unknown"
"1025145","I","0","B","2023-01-28","USA","F"
"1025146","A","0","B","2023-01-25","GBR","M"
"1025147","I","0","A","2023-01-27","USA","M"
"1025148","I","0","B","2023-01-29","TUR","unknown"
"1025149","A","0","A","2023-01-26","FRA","F"
"1025150","A","0","A","2023-01-26","USA","F"
"1025151","I","0","B","2023-01-26","MEX","F"
"1025152","A","144.53","A","2023-01-28","TUR","unknown"
"1025154","A","0","A","2023-01-26","FRA","F"
"1025155","I","0","A","2023-01-26","CAN","F"
"1025156","I","0","A","2023-02-06","BRA","M"
"1025157","I","0","B","2023-01-28","TUR","M"
"1025158","A","0","B","2023-01-27","USA","F"
"1025159","A","0","B","2023-01-27","USA","M"
"1025160","A","0","A","2023-01-28","MEX","unknown"
"1025161","A","0","A","2023-01-25","USA","unknown"
"1025162","A","0","B","2023-01-25","BRA","F"
"1025163","A","0","A","2023-01-26","BRA","M"
"1025164","A","0","A","2023-01-30","BRA","O"
"1025165","A","0","B","2023-01-26","USA","F"
"1025166","I","0","B","2023-01-28","USA","M"
"1025167","A","0","A","2023-01-30","MEX","unknown"
"1025168","A","0","A","2023-01-25","BRA","F"
"1025169","I","0","A","2023-01-26","USA","unknown"
"1025170","I","0","A","2023-01-27","ESP","F"
"1025171","A","0","A","2023-01-29","FRA","M"
"1025172","A","0","A","2023-01-28","BRA","unknown"
"1025173","I","0","A","2023-01-29","ESP","M"
"1025174","I","0","B","2023-01-28","BRA","M"
"1025175","I","0","B","2023-01-28","USA","M"
"1025176","A","0","B","2023-01-27","USA","M"
"1025177","A","0","B","2023-02-03","BRA","F"
"1025178","I","31.41","A","2023-01-26","USA","F"
"1025179","I","0","B","2023-01-25","FRA","unknown"
"1025180","I","0","A","2023-01-25","USA","F"
"1025181","I","0","B","2023-01-26","MEX","F"
"1025182","A","0","A","2023-01-25","DEU","M"
"1025183","A","0","B","2023-01-25","BRA","M"
"1025184","A","0","B","2023-01-27","USA","M"
"1025185","I","0","A","2023-01-27","USA","F"
"1025186","I","0","A","2023-02-02","USA","F"
"1025187","I","0","A","2023-01-26","BRA","F"
"1025188","A","0","B","2023-01-26","USA","unknown"
"1025189","A","0","A","2023-01-28","USA","M"
"1025190","A","0","B","2023-01-30","GBR","M"
"1025191","A","0","B","2023-01-28","BRA","F"
"1025192","A","0","A","2023-01-25","BRA","F"
"1025193","A","0","A","2023-01-29","USA","M"
"1025194","A","0","A","2023-01-25","USA","F"
"1025195","A","0","B","2023-01-29","USA","unknown"
"1025196","A","0","A","2023-01-27","MEX","M"
"1025197","I","0","A","2023-01-31","GBR","unknown"
"1025198","A","0","A","2023-02-05","USA","F"
"1025199","A","0","A","2023-01-27","ESP","F"
"1025200","I","0","A","2023-01-31","USA","M"
"1025201","A","0","A","2023-01-25","MEX","M"
"1025202","A","0","B","2023-01-28","USA","M"
"1025203","I","0","B","2023-01-25","USA","F"
"1025204","unknown","0","A","2023-01-25","BRA","F"
"1025205","A","0","B","2023-01-26","ESP","M"
"1025206","A","0","A","2023-02-01","BRA","M"
"1025207","A","0","A","2023-01-25","MEX","F"
"1025208","I","0","A","2023-01-26","DEU","F"
"1025209","A","0","B","2023-01-29","USA","unknown"
"1025210","A","0","A","2023-01-26","BRA","M"
"1025211","A","0","B","2023-01-29","USA","O"
"1025212","A","0","A","2023-02-02","FRA","M"
"1025213","A","0","A","2023-01-25","BRA","M"
"1025215","I","0","A","2023-01-31","USA","M"
"1025216","A","0","A","2023-01-25","FRA","F"
"1025217","I","0","B","2023-01-30","USA","M"
"1025218","I","0","B","2023-02-02","MEX","M"
"1025219","I","0","A","2023-01-29","DEU","F"
"1025220","unknown","0","B","2023-01-25","USA","M"
"1025221","I","0","A","2023-01-29","USA","F"
"1025222","I","0","B","2023-01-28","BRA","F"
"1025223","A","0","B","2023-01-26","FRA","M"
"1025224","A","0","B","2023-01-30","unknown","F"
"1025225","I","0","B","2023-01-26","BRA","M"
"1025226","A","0","B","2023-01-26","BRA","F"
"1025227","A","0","B","2023-01-28","BRA","M"
"1025228","I","0","A","2023-01-26","BRA","O"
"1025229","A","0","A","2023-01-26","USA","F"
"1025230","I","0","A","2023-01-26","BRA","M"
"1025231","A","0","B","2023-01-31","AUS","F"
"1025232","A","0","B","2023-02-05","DEU","M"
"1025233","A","0","B","2023-01-25","BRA","F"
"1025234","A","0","A","2023-01-30","DEU","F"
"1025235","A","0","A","2023-01-26","USA","unknown"
"1025236","I","0","B","2023-01-25","AUS","F"
"1025237","A","0","A","2023-01-26","TUR","unknown"
"1025238","A","0","A","2023-01-26","USA","F"
"1025239","A","0","B","2023-01-25","GBR","F"
"1025240","I","0","A","2023-01-30","AUS","F"
"1025241","A","0","A","2023-01-30","USA","F"
"1025242","I","0","B","2023-01-25","USA","M"
"1025243","A","0","A","2023-02-03","BRA","M"
"1025244","A","0","A","2023-01-26","ESP","M"
"1025245","I","0","B","2023-01-28","BRA","F"
"1025246","A","0","A","2023-01-29","TUR","unknown"
"1025247","I","0","A","2023-01-28","BRA","O"
"1025248","A","0","B","2023-01-30","USA","F"
"1025250","A","0","A","2023-02-04","USA","M"
"1025251","A","0","A","2023-01-25","MEX","M"
"1025252","I","0","B","2023-01-25","USA","unknown"
"1025253","I","0","A","2023-01-27","GBR","F"
"1025254","I","0","A","2023-02-05","MEX","F"
"1025255","I","0","A","2023-01-30","MEX","F"
